"","Temp","Ni1size","Ni2size","Ni3size","Ni4size","Ni5size","Ni6size"
"4120",3,-3.00046317315022,-3.00046317315022,-3.00046317315022,-3.00046317315022,-3.00046317315022,-3.00046317315022
"4121",4,-3.07643824718079,-3.07643824718079,-3.07643824718079,-3.07643824718079,-3.07643824718079,-3.07643824718079
"4122",5,-3.14074791455138,-3.14074791455138,-3.14074791455138,-3.14074791455138,-3.14074791455138,-3.14074791455138
"4123",0,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276
"4124",1,-2.48982727131263,-2.48982727131263,-2.48982727131263,-2.48982727131263,-2.48982727131263,-2.48982727131263
"4125",2,-2.59564036001337,-2.59564036001337,-2.59564036001337,-2.59564036001337,-2.59564036001337,-2.59564036001337
"4126",3,-2.69486678337219,-2.69486678337219,-2.69486678337219,-2.69486678337219,-2.69486678337219,-2.69486678337219
"4127",4,-2.78245108345641,-2.78245108345641,-2.78245108345641,-2.78245108345641,-2.78245108345641,-2.78245108345641
"4128",5,-2.85862088061944,-2.85862088061944,-2.85862088061944,-2.85862088061944,-2.85862088061944,-2.85862088061944
"4129",0,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732
"4130",1,-3.66518498993705,-3.66518498993705,-3.66518498993705,-3.66518498993705,-3.66518498993705,-3.66518498993705
"4131",2,-3.83144242927104,-3.83144242927104,-3.83144242927104,-3.83144242927104,-3.83144242927104,-3.83144242927104
"4132",3,-3.95879210790027,-3.95879210790027,-3.95879210790027,-3.95879210790027,-3.95879210790027,-3.95879210790027
"4133",4,-4.05974107497427,-4.05974107497427,-4.05974107497427,-4.05974107497427,-4.05974107497427,-4.05974107497427
"4134",5,-4.14200059889013,-4.14200059889013,-4.14200059889013,-4.14200059889013,-4.14200059889013,-4.14200059889013
"4135",0,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761
"4136",1,-3.04950783780497,-3.04950783780497,-3.04950783780497,-3.04950783780497,-3.04950783780497,-3.04950783780497
"4137",2,-3.1957138756024,-3.1957138756024,-3.1957138756024,-3.1957138756024,-3.1957138756024,-3.1957138756024
"4138",3,-3.31109309328301,-3.31109309328301,-3.31109309328301,-3.31109309328301,-3.31109309328301,-3.31109309328301
"4139",4,-3.4043355427639,-3.4043355427639,-3.4043355427639,-3.4043355427639,-3.4043355427639,-3.4043355427639
"4140",5,-3.48134092250485,-3.48134092250485,-3.48134092250485,-3.48134092250485,-3.48134092250485,-3.48134092250485
"4141",0,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447
"4142",1,-2.80430499396921,-2.80430499396921,-2.80430499396921,-2.80430499396921,-2.80430499396921,-2.80430499396921
"4143",2,-2.91799687657437,-2.91799687657437,-2.91799687657437,-2.91799687657437,-2.91799687657437,-2.91799687657437
"4144",3,-3.01269787108016,-3.01269787108016,-3.01269787108016,-3.01269787108016,-3.01269787108016,-3.01269787108016
"4145",4,-3.09169553943851,-3.09169553943851,-3.09169553943851,-3.09169553943851,-3.09169553943851,-3.09169553943851
"4146",5,-3.15840396473327,-3.15840396473327,-3.15840396473327,-3.15840396473327,-3.15840396473327,-3.15840396473327
"4147",0,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276
"4148",1,-2.49656499229103,-2.49656499229103,-2.49656499229103,-2.49656499229103,-2.49656499229103,-2.49656499229103
"4149",2,-2.61073470933913,-2.61073470933913,-2.61073470933913,-2.61073470933913,-2.61073470933913,-2.61073470933913
"4150",3,-2.7166451066979,-2.7166451066979,-2.7166451066979,-2.7166451066979,-2.7166451066979,-2.7166451066979
"4151",4,-2.80890367081155,-2.80890367081155,-2.80890367081155,-2.80890367081155,-2.80890367081155,-2.80890367081155
"4152",5,-2.88808735612935,-2.88808735612935,-2.88808735612935,-2.88808735612935,-2.88808735612935,-2.88808735612935
"4153",0,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732
"4154",1,-3.67453134746218,-3.67453134746218,-3.67453134746218,-3.67453134746218,-3.67453134746218,-3.67453134746218
"4155",2,-3.84670912462114,-3.84670912462114,-3.84670912462114,-3.84670912462114,-3.84670912462114,-3.84670912462114
"4156",3,-3.97812512540071,-3.97812512540071,-3.97812512540071,-3.97812512540071,-3.97812512540071,-3.97812512540071
"4157",4,-4.08203076721754,-4.08203076721754,-4.08203076721754,-4.08203076721754,-4.08203076721754,-4.08203076721754
"4158",5,-4.16653184375859,-4.16653184375859,-4.16653184375859,-4.16653184375859,-4.16653184375859,-4.16653184375859
"4159",0,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761
"4160",1,-3.05661804275247,-3.05661804275247,-3.05661804275247,-3.05661804275247,-3.05661804275247,-3.05661804275247
"4161",2,-3.20822147694979,-3.20822147694979,-3.20822147694979,-3.20822147694979,-3.20822147694979,-3.20822147694979
"4162",3,-3.32766349159155,-3.32766349159155,-3.32766349159155,-3.32766349159155,-3.32766349159155,-3.32766349159155
"4163",4,-3.42400673833046,-3.42400673833046,-3.42400673833046,-3.42400673833046,-3.42400673833046,-3.42400673833046
"4164",5,-3.50342408979842,-3.50342408979842,-3.50342408979842,-3.50342408979842,-3.50342408979842,-3.50342408979842
"4165",0,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447
"4166",1,-2.80838299583518,-2.80838299583518,-2.80838299583518,-2.80838299583518,-2.80838299583518,-2.80838299583518
"4167",2,-2.92649050460986,-2.92649050460986,-2.92649050460986,-2.92649050460986,-2.92649050460986,-2.92649050460986
"4168",3,-3.02487235754595,-3.02487235754595,-3.02487235754595,-3.02487235754595,-3.02487235754595,-3.02487235754595
"4169",4,-3.10679468680891,-3.10679468680891,-3.10679468680891,-3.10679468680891,-3.10679468680891,-3.10679468680891
"4170",5,-3.17581680146665,-3.17581680146665,-3.17581680146665,-3.17581680146665,-3.17581680146665,-3.17581680146665
"4171",0,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276
"4172",1,-2.50333669595776,-2.50333669595776,-2.50333669595776,-2.50333669595776,-2.50333669595776,-2.50333669595776
"4173",2,-2.62559483727575,-2.62559483727575,-2.62559483727575,-2.62559483727575,-2.62559483727575,-2.62559483727575
"4174",3,-2.73765350081977,-2.73765350081977,-2.73765350081977,-2.73765350081977,-2.73765350081977,-2.73765350081977
"4175",4,-2.83398693843156,-2.83398693843156,-2.83398693843156,-2.83398693843156,-2.83398693843156,-2.83398693843156
"4176",5,-2.91563747381029,-2.91563747381029,-2.91563747381029,-2.91563747381029,-2.91563747381029,-2.91563747381029
"4177",0,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732
"4178",1,-3.68379784647472,-3.68379784647472,-3.68379784647472,-3.68379784647472,-3.68379784647472,-3.68379784647472
"4179",2,-3.86175995162664,-3.86175995162664,-3.86175995162664,-3.86175995162664,-3.86175995162664,-3.86175995162664
"4180",3,-3.99710910063411,-3.99710910063411,-3.99710910063411,-3.99710910063411,-3.99710910063411,-3.99710910063411
"4181",4,-4.1038525441756,-4.1038525441756,-4.1038525441756,-4.1038525441756,-4.1038525441756,-4.1038525441756
"4182",5,-4.19049292380017,-4.19049292380017,-4.19049292380017,-4.19049292380017,-4.19049292380017,-4.19049292380017
"4183",0,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761
"4184",1,-3.0637196152525,-3.0637196152525,-3.0637196152525,-3.0637196152525,-3.0637196152525,-3.0637196152525
"4185",2,-3.22066399343894,-3.22066399343894,-3.22066399343894,-3.22066399343894,-3.22066399343894,-3.22066399343894
"4186",3,-3.34408158756585,-3.34408158756585,-3.34408158756585,-3.34408158756585,-3.34408158756585,-3.34408158756585
"4187",4,-3.44342880029528,-3.44342880029528,-3.44342880029528,-3.44342880029528,-3.44342880029528,-3.44342880029528
"4188",5,-3.52516553307439,-3.52516553307439,-3.52516553307439,-3.52516553307439,-3.52516553307439,-3.52516553307439
"4189",0,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447
"4190",1,-2.81250308768114,-2.81250308768114,-2.81250308768114,-2.81250308768114,-2.81250308768114,-2.81250308768114
"4191",2,-2.9350031681201,-2.9350031681201,-2.9350031681201,-2.9350031681201,-2.9350031681201,-2.9350031681201
"4192",3,-3.03699067361924,-3.03699067361924,-3.03699067361924,-3.03699067361924,-3.03699067361924,-3.03699067361924
"4193",4,-3.12175643615467,-3.12175643615467,-3.12175643615467,-3.12175643615467,-3.12175643615467,-3.12175643615467
"4194",5,-3.19302306450033,-3.19302306450033,-3.19302306450033,-3.19302306450033,-3.19302306450033,-3.19302306450033
"4195",0,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276
"4196",1,-2.51013498975431,-2.51013498975431,-2.51013498975431,-2.51013498975431,-2.51013498975431,-2.51013498975431
"4197",2,-2.64019648988121,-2.64019648988121,-2.64019648988121,-2.64019648988121,-2.64019648988121,-2.64019648988121
"4198",3,-2.75790039882297,-2.75790039882297,-2.75790039882297,-2.75790039882297,-2.75790039882297,-2.75790039882297
"4199",4,-2.85776441577616,-2.85776441577616,-2.85776441577616,-2.85776441577616,-2.85776441577616,-2.85776441577616
"4200",5,-2.94141184743073,-2.94141184743073,-2.94141184743073,-2.94141184743073,-2.94141184743073,-2.94141184743073
"4201",0,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732
"4202",1,-3.6929857257156,-3.6929857257156,-3.6929857257156,-3.6929857257156,-3.6929857257156,-3.6929857257156
"4203",2,-3.87660048544173,-3.87660048544173,-3.87660048544173,-3.87660048544173,-3.87660048544173,-3.87660048544173
"4204",3,-4.01575514950683,-4.01575514950683,-4.01575514950683,-4.01575514950683,-4.01575514950683,-4.01575514950683
"4205",4,-4.12522489969984,-4.12522489969984,-4.12522489969984,-4.12522489969984,-4.12522489969984,-4.12522489969984
"4206",5,-4.21391003720631,-4.21391003720631,-4.21391003720631,-4.21391003720631,-4.21391003720631,-4.21391003720631
"4207",0,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761
"4208",1,-3.07081147362142,-3.07081147362142,-3.07081147362142,-3.07081147362142,-3.07081147362142,-3.07081147362142
"4209",2,-3.23303845008901,-3.23303845008901,-3.23303845008901,-3.23303845008901,-3.23303845008901,-3.23303845008901
"4210",3,-3.36034388861672,-3.36034388861672,-3.36034388861672,-3.36034388861672,-3.36034388861672,-3.36034388861672
"4211",4,-3.46260035919805,-3.46260035919805,-3.46260035919805,-3.46260035919805,-3.46260035919805,-3.46260035919805
"4212",5,-3.54656637152518,-3.54656637152518,-3.54656637152518,-3.54656637152518,-3.54656637152518,-3.54656637152518
"4213",0,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447
"4214",1,-2.81666280526808,-2.81666280526808,-2.81666280526808,-2.81666280526808,-2.81666280526808,-2.81666280526808
"4215",2,-2.94353184378496,-2.94353184378496,-2.94353184378496,-2.94353184378496,-2.94353184378496,-2.94353184378496
"4216",3,-3.04905872207203,-3.04905872207203,-3.04905872207203,-3.04905872207203,-3.04905872207203,-3.04905872207203
"4217",4,-3.13659741531593,-3.13659741531593,-3.13659741531593,-3.13659741531593,-3.13659741531593,-3.13659741531593
"4218",5,-3.21004922778095,-3.21004922778095,-3.21004922778095,-3.21004922778095,-3.21004922778095,-3.21004922778095
"4219",0,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276
"4220",1,-2.51695290075905,-2.51695290075905,-2.51695290075905,-2.51695290075905,-2.51695290075905,-2.51695290075905
"4221",2,-2.65453366735111,-2.65453366735111,-2.65453366735111,-2.65453366735111,-2.65453366735111,-2.65453366735111
"4222",3,-2.77739995476293,-2.77739995476293,-2.77739995476293,-2.77739995476293,-2.77739995476293,-2.77739995476293
"4223",4,-2.88030585622577,-2.88030585622577,-2.88030585622577,-2.88030585622577,-2.88030585622577,-2.88030585622577
"4224",5,-2.96555430562692,-2.96555430562692,-2.96555430562692,-2.96555430562692,-2.96555430562692,-2.96555430562692
"4225",0,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732
"4226",1,-3.70209619759008,-3.70209619759008,-3.70209619759008,-3.70209619759008,-3.70209619759008,-3.70209619759008
"4227",2,-3.89123610624057,-3.89123610624057,-3.89123610624057,-3.89123610624057,-3.89123610624057,-3.89123610624057
"4228",3,-4.03407387426889,-4.03407387426889,-4.03407387426889,-4.03407387426889,-4.03407387426889,-4.03407387426889
"4229",4,-4.14616499680741,-4.14616499680741,-4.14616499680741,-4.14616499680741,-4.14616499680741,-4.14616499680741
"4230",5,-4.23680593325177,-4.23680593325177,-4.23680593325177,-4.23680593325177,-4.23680593325177,-4.23680593325177
"4231",0,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761
"4232",1,-3.07789235083593,-3.07789235083593,-3.07789235083593,-3.07789235083593,-3.07789235083593,-3.07789235083593
"4233",2,-3.24534147846285,-3.24534147846285,-3.24534147846285,-3.24534147846285,-3.24534147846285,-3.24534147846285
"4234",3,-3.3764462893756,-3.3764462893756,-3.3764462893756,-3.3764462893756,-3.3764462893756,-3.3764462893756
"4235",4,-3.4815197787359,-3.4815197787359,-3.4815197787359,-3.4815197787359,-3.4815197787359,-3.4815197787359
"4236",5,-3.56762828136922,-3.56762828136922,-3.56762828136922,-3.56762828136922,-3.56762828136922,-3.56762828136922
"4237",0,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447
"4238",1,-2.82085997987555,-2.82085997987555,-2.82085997987555,-2.82085997987555,-2.82085997987555,-2.82085997987555
"4239",2,-2.95207450559098,-2.95207450559098,-2.95207450559098,-2.95207450559098,-2.95207450559098,-2.95207450559098
"4240",3,-3.0610795363703,-3.0610795363703,-3.0610795363703,-3.0610795363703,-3.0610795363703,-3.0610795363703
"4241",4,-3.15133029731267,-3.15133029731267,-3.15133029731267,-3.15133029731267,-3.15133029731267,-3.15133029731267
"4242",5,-3.22691760370686,-3.22691760370686,-3.22691760370686,-3.22691760370686,-3.22691760370686,-3.22691760370686
"4243",0,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276
"4244",1,-2.52378399261978,-2.52378399261978,-2.52378399261978,-2.52378399261978,-2.52378399261978,-2.52378399261978
"4245",2,-2.66859766094297,-2.66859766094297,-2.66859766094297,-2.66859766094297,-2.66859766094297,-2.66859766094297
"4246",3,-2.79617080729485,-2.79617080729485,-2.79617080729485,-2.79617080729485,-2.79617080729485,-2.79617080729485
"4247",4,-2.90168475447634,-2.90168475447634,-2.90168475447634,-2.90168475447634,-2.90168475447634,-2.90168475447634
"4248",5,-2.98820781598549,-2.98820781598549,-2.98820781598549,-2.98820781598549,-2.98820781598549,-2.98820781598549
"4249",0,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732
"4250",1,-3.71113044886821,-3.71113044886821,-3.71113044886821,-3.71113044886821,-3.71113044886821,-3.71113044886821
"4251",2,-3.9056720073051,-3.9056720073051,-3.9056720073051,-3.9056720073051,-3.9056720073051,-3.9056720073051
"4252",3,-4.05207695688385,-4.05207695688385,-4.05207695688385,-4.05207695688385,-4.05207695688385,-4.05207695688385
"4253",4,-4.16668793680167,-4.16668793680167,-4.16668793680167,-4.16668793680167,-4.16668793680167,-4.16668793680167
"4254",5,-4.2592012162717,-4.2592012162717,-4.2592012162717,-4.2592012162717,-4.2592012162717,-4.2592012162717
"4255",0,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761
"4256",1,-3.08496146158848,-3.08496146158848,-3.08496146158848,-3.08496146158848,-3.08496146158848,-3.08496146158848
"4257",2,-3.2575703139335,-3.2575703139335,-3.2575703139335,-3.2575703139335,-3.2575703139335,-3.2575703139335
"4258",3,-3.39238668738002,-3.39238668738002,-3.39238668738002,-3.39238668738002,-3.39238668738002,-3.39238668738002
"4259",4,-3.50018688743539,-3.50018688743539,-3.50018688743539,-3.50018688743539,-3.50018688743539,-3.50018688743539
"4260",5,-3.58835442074731,-3.58835442074731,-3.58835442074731,-3.58835442074731,-3.58835442074731,-3.58835442074731
"4261",0,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447
"4262",1,-2.82509242190314,-2.82509242190314,-2.82509242190314,-2.82509242190314,-2.82509242190314,-2.82509242190314
"4263",2,-2.96063037903864,-2.96063037903864,-2.96063037903864,-2.96063037903864,-2.96063037903864,-2.96063037903864
"4264",3,-3.07305767400373,-3.07305767400373,-3.07305767400373,-3.07305767400373,-3.07305767400373,-3.07305767400373
"4265",4,-3.16596573588964,-3.16596573588964,-3.16596573588964,-3.16596573588964,-3.16596573588964,-3.16596573588964
"4266",5,-3.24364410214024,-3.24364410214024,-3.24364410214024,-3.24364410214024,-3.24364410214024,-3.24364410214024
"4267",0,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276
"4268",1,-2.53062787059229,-2.53062787059229,-2.53062787059229,-2.53062787059229,-2.53062787059229,-2.53062787059229
"4269",2,-2.6823826231209,-2.6823826231209,-2.6823826231209,-2.6823826231209,-2.6823826231209,-2.6823826231209
"4270",3,-2.8142353376943,-2.8142353376943,-2.8142353376943,-2.8142353376943,-2.8142353376943,-2.8142353376943
"4271",4,-2.92197779902981,-2.92197779902981,-2.92197779902981,-2.92197779902981,-2.92197779902981,-2.92197779902981
"4272",5,-3.00951202302876,-3.00951202302876,-3.00951202302876,-3.00951202302876,-3.00951202302876,-3.00951202302876
"4273",0,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732
"4274",1,-3.7200896413622,-3.7200896413622,-3.7200896413622,-3.7200896413622,-3.7200896413622,-3.7200896413622
"4275",2,-3.91991320274887,-3.91991320274887,-3.91991320274887,-3.91991320274887,-3.91991320274887,-3.91991320274887
"4276",3,-4.06977328801635,-4.06977328801635,-4.06977328801635,-4.06977328801635,-4.06977328801635,-4.06977328801635
"4277",4,-4.18681174134568,-4.18681174134568,-4.18681174134568,-4.18681174134568,-4.18681174134568,-4.18681174134568
"4278",5,-4.28111905254172,-4.28111905254172,-4.28111905254172,-4.28111905254172,-4.28111905254172,-4.28111905254172
"4279",0,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761
"4280",1,-3.09201726932714,-3.09201726932714,-3.09201726932714,-3.09201726932714,-3.09201726932714,-3.09201726932714
"4281",2,-3.26972294157286,-3.26972294157286,-3.26972294157286,-3.26972294157286,-3.26972294157286,-3.26972294157286
"4282",3,-3.40816346956103,-3.40816346956103,-3.40816346956103,-3.40816346956103,-3.40816346956103,-3.40816346956103
"4283",4,-3.51860220458205,-3.51860220458205,-3.51860220458205,-3.51860220458205,-3.51860220458205,-3.51860220458205
"4284",5,-3.6087482818,-3.6087482818,-3.6087482818,-3.6087482818,-3.6087482818,-3.6087482818
"4285",0,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447
"4286",1,-2.8293581930335,-2.8293581930335,-2.8293581930335,-2.8293581930335,-2.8293581930335,-2.8293581930335
"4287",2,-2.96919456032025,-2.96919456032025,-2.96919456032025,-2.96919456032025,-2.96919456032025,-2.96919456032025
"4288",3,-3.08499611582241,-3.08499611582241,-3.08499611582241,-3.08499611582241,-3.08499611582241,-3.08499611582241
"4289",4,-3.18051270022259,-3.18051270022259,-3.18051270022259,-3.18051270022259,-3.18051270022259,-3.18051270022259
"4290",5,-3.26023988277047,-3.26023988277047,-3.26023988277047,-3.26023988277047,-3.26023988277047,-3.26023988277047
"4291",0,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276
"4292",1,-2.53746730177566,-2.53746730177566,-2.53746730177566,-2.53746730177566,-2.53746730177566,-2.53746730177566
"4293",2,-2.6958838372576,-2.6958838372576,-2.6958838372576,-2.6958838372576,-2.6958838372576,-2.6958838372576
"4294",3,-2.83161962346954,-2.83161962346954,-2.83161962346954,-2.83161962346954,-2.83161962346954,-2.83161962346954
"4295",4,-2.94126190755895,-2.94126190755895,-2.94126190755895,-2.94126190755895,-2.94126190755895,-2.94126190755895
"4296",5,-3.02960061047089,-3.02960061047089,-3.02960061047089,-3.02960061047089,-3.02960061047089,-3.02960061047089
"4297",0,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732
"4298",1,-3.72897491258125,-3.72897491258125,-3.72897491258125,-3.72897491258125,-3.72897491258125,-3.72897491258125
"4299",2,-3.93396453489327,-3.93396453489327,-3.93396453489327,-3.93396453489327,-3.93396453489327,-3.93396453489327
"4300",3,-4.08717404991229,-4.08717404991229,-4.08717404991229,-4.08717404991229,-4.08717404991229,-4.08717404991229
"4301",4,-4.20655032566612,-4.20655032566612,-4.20655032566612,-4.20655032566612,-4.20655032566612,-4.20655032566612
"4302",5,-4.30257738414557,-4.30257738414557,-4.30257738414557,-4.30257738414557,-4.30257738414557,-4.30257738414557
"4303",0,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761
"4304",1,-3.09905898077331,-3.09905898077331,-3.09905898077331,-3.09905898077331,-3.09905898077331,-3.09905898077331
"4305",2,-3.28179593491909,-3.28179593491909,-3.28179593491909,-3.28179593491909,-3.28179593491909,-3.28179593491909
"4306",3,-3.42377486918998,-3.42377486918998,-3.42377486918998,-3.42377486918998,-3.42377486918998,-3.42377486918998
"4307",4,-3.53676729412178,-3.53676729412178,-3.53676729412178,-3.53676729412178,-3.53676729412178,-3.53676729412178
"4308",5,-3.62881560604356,-3.62881560604356,-3.62881560604356,-3.62881560604356,-3.62881560604356,-3.62881560604356
"4309",0,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447
"4310",1,-2.83365516210346,-2.83365516210346,-2.83365516210346,-2.83365516210346,-2.83365516210346,-2.83365516210346
"4311",2,-2.97776766577072,-2.97776766577072,-2.97776766577072,-2.97776766577072,-2.97776766577072,-2.97776766577072
"4312",3,-3.09689529624795,-3.09689529624795,-3.09689529624795,-3.09689529624795,-3.09689529624795,-3.09689529624795
"4313",4,-3.19497659960179,-3.19497659960179,-3.19497659960179,-3.19497659960179,-3.19497659960179,-3.19497659960179
"4314",5,-3.27671476946088,-3.27671476946088,-3.27671476946088,-3.27671476946088,-3.27671476946088,-3.27671476946088
"4315",0,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276
"4316",1,-2.54430211439207,-2.54430211439207,-2.54430211439207,-2.54430211439207,-2.54430211439207,-2.54430211439207
"4317",2,-2.7090993618653,-2.7090993618653,-2.7090993618653,-2.7090993618653,-2.7090993618653,-2.7090993618653
"4318",3,-2.84835179940162,-2.84835179940162,-2.84835179940162,-2.84835179940162,-2.84835179940162,-2.84835179940162
"4319",4,-2.95960905796082,-2.95960905796082,-2.95960905796082,-2.95960905796082,-2.95960905796082,-2.95960905796082
"4320",5,-3.04860768199618,-3.04860768199618,-3.04860768199618,-3.04860768199618,-3.04860768199618,-3.04860768199618
"4321",0,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732
"4322",1,-3.4255248998287,-3.4255248998287,-3.4255248998287,-3.4255248998287,-3.4255248998287,-3.4255248998287
"4323",2,-3.40685592298247,-3.40685592298247,-3.40685592298247,-3.40685592298247,-3.40685592298247,-3.40685592298247
"4324",3,-3.38554749102484,-3.38554749102484,-3.38554749102484,-3.38554749102484,-3.38554749102484,-3.38554749102484
"4325",4,-3.36357973595359,-3.36357973595359,-3.36357973595359,-3.36357973595359,-3.36357973595359,-3.36357973595359
"4326",5,-3.34211086048384,-3.34211086048384,-3.34211086048384,-3.34211086048384,-3.34211086048384,-3.34211086048384
"4327",0,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761
"4328",1,-2.88857640853028,-2.88857640853028,-2.88857640853028,-2.88857640853028,-2.88857640853028,-2.88857640853028
"4329",2,-2.91055587987792,-2.91055587987792,-2.91055587987792,-2.91055587987792,-2.91055587987792,-2.91055587987792
"4330",3,-2.92612937610546,-2.92612937610546,-2.92612937610546,-2.92612937610546,-2.92612937610546,-2.92612937610546
"4331",4,-2.93448943813432,-2.93448943813432,-2.93448943813432,-2.93448943813432,-2.93448943813432,-2.93448943813432
"4332",5,-2.93428251081066,-2.93428251081066,-2.93428251081066,-2.93428251081066,-2.93428251081066,-2.93428251081066
"4333",0,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447
"4334",1,-2.72647954882166,-2.72647954882166,-2.72647954882166,-2.72647954882166,-2.72647954882166,-2.72647954882166
"4335",2,-2.74176615414234,-2.74176615414234,-2.74176615414234,-2.74176615414234,-2.74176615414234,-2.74176615414234
"4336",3,-2.7159962867227,-2.7159962867227,-2.7159962867227,-2.7159962867227,-2.7159962867227,-2.7159962867227
"4337",4,-2.65031837302754,-2.65031837302754,-2.65031837302754,-2.65031837302754,-2.65031837302754,-2.65031837302754
"4338",5,-2.5492057599332,-2.5492057599332,-2.5492057599332,-2.5492057599332,-2.5492057599332,-2.5492057599332
"4339",0,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276
"4340",1,-2.3492960743464,-2.3492960743464,-2.3492960743464,-2.3492960743464,-2.3492960743464,-2.3492960743464
"4341",2,-2.23962494518211,-2.23962494518211,-2.23962494518211,-2.23962494518211,-2.23962494518211,-2.23962494518211
"4342",3,-2.08595606865219,-2.08595606865219,-2.08595606865219,-2.08595606865219,-2.08595606865219,-2.08595606865219
"4343",4,-1.91004803081313,-1.91004803081313,-1.91004803081313,-1.91004803081313,-1.91004803081313,-1.91004803081313
"4344",5,-1.73697937017995,-1.73697937017995,-1.73697937017995,-1.73697937017995,-1.73697937017995,-1.73697937017995
"4345",0,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732
"4346",1,-3.43697746528887,-3.43697746528887,-3.43697746528887,-3.43697746528887,-3.43697746528887,-3.43697746528887
"4347",2,-3.42868836926991,-3.42868836926991,-3.42868836926991,-3.42868836926991,-3.42868836926991,-3.42868836926991
"4348",3,-3.41678993813016,-3.41678993813016,-3.41678993813016,-3.41678993813016,-3.41678993813016,-3.41678993813016
"4349",4,-3.40335274120542,-3.40335274120542,-3.40335274120542,-3.40335274120542,-3.40335274120542,-3.40335274120542
"4350",5,-3.38961378055797,-3.38961378055797,-3.38961378055797,-3.38961378055797,-3.38961378055797,-3.38961378055797
"4351",0,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761
