"","tempvect","minvect","maxvect","Div","MaxSeed","MinSeed","Pruned_Prot"
"1",0,-3.76139397976545,-2.12524747430522,6,803022,68730,NA
"2",1,-3.84568043773248,-2.20996147942893,6,803022,68730,NA
"3",2,-3.91339793899314,-2.2754782074216,6,803022,68730,NA
"4",3,-3.96867410504966,-2.32540470130512,6,803022,68730,NA
"5",4,-4.01461345425013,-2.36314972346847,6,803022,68730,NA
"6",5,-4.05350714419265,-2.39172545704471,6,803022,68730,NA
"7",0,-3.49372967680043,-2.13778006273932,5,803022,68730,4
"8",1,-3.56864566013395,-2.22439090089616,5,803022,68730,4
"9",2,-3.62842889928324,-2.290895549726,5,803022,68730,4
"10",3,-3.67699468897365,-2.34107567426106,5,803022,68730,4
"11",4,-3.71724065803443,-2.3784420734973,5,803022,68730,4
"12",5,-3.75127225370842,-2.40608011965347,5,803022,68730,4
"13",0,-3.52850914734495,-2.1336546064231,4,803022,68730,5
"14",1,-3.60280358140309,-2.21928838362589,4,803022,68730,5
"15",2,-3.66215274279624,-2.28415060791284,4,803022,68730,5
"16",3,-3.7104708615855,-2.3322035900326,4,803022,68730,5
"17",4,-3.75061608420748,-2.3670926675242,4,803022,68730,5
"18",5,-3.78466128252473,-2.39201533148795,4,803022,68730,5
"19",0,-3.36791375228362,-2.06843496274015,3,803022,68730,1
"20",1,-3.44011878742094,-2.15260147247525,3,803022,68730,1
"21",2,-3.49790420454442,-2.21617685307549,3,803022,68730,1
"22",3,-3.54507136117706,-2.26308085508176,3,803022,68730,1
"23",4,-3.5843890191585,-2.29684992071375,3,803022,68730,1
"24",5,-3.61785927995559,-2.32056180723858,3,803022,68730,1
"25",0,-3.0895055995224,-2.08153482505181,2,803022,68730,3
"26",1,-3.14309643240531,-2.16607563945559,2,803022,68730,3
"27",2,-3.18438642125091,-2.22968166718771,2,803022,68730,3
"28",3,-3.21688991504585,-2.27628826873145,2,803022,68730,3
"29",4,-3.24307916476878,-2.30942141176075,2,803022,68730,3
"30",5,-3.26467286958134,-2.33215222233928,2,803022,68730,3
"31",0,-3.11528140166011,-1.9553144397094,1,803022,68730,6
"32",1,-3.16834635323972,-2.03361935596748,1,803022,68730,6
"33",2,-3.20928395379073,-2.09730560490284,1,803022,68730,6
"34",3,-3.24157920925697,-2.14990615999157,1,803022,68730,6
"35",4,-3.26767553329172,-2.19411826922907,1,803022,68730,6
"36",5,-3.28925057102611,-2.23197430711254,1,803022,68730,6
"37",0,-2.35852262605118,-1.67523844476105,6,650269,815420,NA
"38",1,-2.4266587416039,-1.74045916707296,6,650269,815420,NA
"39",2,-2.48041246422236,-1.78948486714395,6,650269,815420,NA
"40",3,-2.52351425341283,-1.82591176694979,6,650269,815420,NA
"41",4,-2.55875007436072,-1.85312177565037,6,650269,815420,NA
"42",5,-2.58815334366403,-1.87403284897911,6,650269,815420,NA
"43",0,-2.35538083453729,-1.74199642101693,5,650269,815420,6
"44",1,-2.42147941565251,-1.81175892331029,5,650269,815420,6
"45",2,-2.4735327640604,-1.86231992469944,5,650269,815420,6
"46",3,-2.51525755756608,-1.89770809064092,5,650269,815420,6
"47",4,-2.54939149438425,-1.9217465004661,5,650269,815420,6
"48",5,-2.57791022893232,-1.93781352500846,5,650269,815420,6
"49",0,-2.37869290832728,-1.80074523424922,4,650269,815420,1
"50",1,-2.4443939194528,-1.87498660002884,4,650269,815420,1
"51",2,-2.49617775922685,-1.92860788809219,4,650269,815420,1
"52",3,-2.53775854120371,-1.96583130198908,4,650269,815420,1
"53",4,-2.57184638370602,-1.9906275829269,4,650269,815420,1
"54",5,-2.60039518235801,-2.00651235367588,4,650269,815420,1
"55",0,-2.34253462147597,-1.85997728708688,3,650269,815420,2
"56",1,-2.40819871949864,-1.93847931314531,3,650269,815420,2
"57",2,-2.46009703895862,-1.99522761916423,3,650269,815420,2
"58",3,-2.5019135773988,-2.03457601400807,3,650269,815420,2
"59",4,-2.53632911823137,-2.06058763835833,3,650269,815420,2
"60",5,-2.5652722102201,-2.07686720667374,3,650269,815420,2
"61",0,-2.30996371128091,-1.84515596594962,2,650269,815420,3
"62",1,-2.37445219297005,-1.93129471827371,2,650269,815420,3
"63",2,-2.42562328219118,-1.99635781425589,2,650269,815420,3
"64",3,-2.46708805601514,-2.04428092221898,2,650269,815420,3
"65",4,-2.50145024374794,-2.07862794460079,2,650269,815420,3
"66",5,-2.53056120262791,-2.10252566080817,2,650269,815420,3
"67",0,-2.31598951713459,-1.80767664863795,1,650269,815420,5
"68",1,-2.37966965242205,-1.89772313502408,1,650269,815420,5
"69",2,-2.43012641201147,-1.96808543297436,1,650269,815420,5
"70",3,-2.47096378623167,-2.02205690576155,1,650269,815420,5
"71",4,-2.5047709862501,-2.06251878946471,1,650269,815420,5
"72",5,-2.53338456552826,-2.09197897905431,1,650269,815420,5
"73",0,-4.61740063918821,-1.72685130959583,6,952584,33102,NA
"74",1,-4.69743616899131,-1.79305176390136,6,952584,33102,NA
"75",2,-4.76166622180175,-1.8421078566784,6,952584,33102,NA
"76",3,-4.81408699157799,-1.87766592216804,6,952584,33102,NA
"77",4,-4.85768669610103,-1.90318661444888,6,952584,33102,NA
"78",5,-4.89465876783359,-1.92169848483891,6,952584,33102,NA
"79",0,-4.41078396540649,-1.78089247192319,5,952584,33102,5
"80",1,-4.48350702798682,-1.84859133913987,5,952584,33102,5
"81",2,-4.5416432861602,-1.89699437775911,5,952584,33102,5
"82",3,-4.58900996053611,-1.93013191671987,5,952584,33102,5
"83",4,-4.62840704940517,-1.95183563513774,5,952584,33102,5
"84",5,-4.66186926377221,-1.96550321373757,5,952584,33102,5
"85",0,-4.43583734396394,-1.79495661306892,4,952584,33102,3
"86",1,-4.50804635405184,-1.86922119005916,4,952584,33102,3
"87",2,-4.56581577706632,-1.922519606578,4,952584,33102,3
"88",3,-4.61295675408464,-1.95877456520661,4,952584,33102,3
"89",4,-4.65224325383312,-1.98171548196203,4,952584,33102,3
"90",5,-4.68567951992476,-1.99470899714986,4,952584,33102,3
"91",0,-4.44851223745317,-1.8346285186085,3,952584,33102,4
"92",1,-4.52015581566303,-1.91181110431108,3,952584,33102,4
"93",2,-4.57745422433754,-1.96723705598656,3,952584,33102,4
"94",3,-4.62420934998275,-2.00488510548288,3,952584,33102,4
"95",4,-4.66318614676573,-2.02849681271287,3,952584,33102,4
"96",5,-4.6963713420741,-2.04144979266276,3,952584,33102,4
"97",0,-4.16943482939028,-1.86367978726577,2,952584,33102,2
"98",1,-4.22152201642375,-1.94338912973645,2,952584,33102,2
"99",2,-4.26148070629122,-2.00085866299599,2,952584,33102,2
"100",3,-4.29281032627341,-2.04005424007125,2,952584,33102,2
"101",4,-4.31796440593417,-2.06467657593601,2,952584,33102,2
"102",5,-4.33862701421774,-2.07806982202215,2,952584,33102,2
"103",0,-3.95968964604151,-1.81877870509636,1,952584,33102,1
"104",1,-4.00659152156027,-1.90244445796228,1,952584,33102,1
"105",2,-4.04224104503347,-1.9686813515819,1,952584,33102,1
"106",3,-4.06996224412018,-2.02084778468776,1,952584,33102,1
"107",4,-4.09205875066571,-2.06170845370854,1,952584,33102,1
"108",5,-4.1101049079974,-2.09352645598352,1,952584,33102,1
"109",0,-3.17220994627322,-1.9617592246335,6,78973,937110,NA
"110",1,-3.23276003393179,-2.03000314146571,6,78973,937110,NA
"111",2,-3.27901598940608,-2.08078305147018,6,78973,937110,NA
"112",3,-3.31460639903226,-2.11762284150225,6,78973,937110,NA
"113",4,-3.34232585237639,-2.14389787098242,6,78973,937110,NA
"114",5,-3.3642707181363,-2.16259853797916,6,78973,937110,NA
"115",0,-3.17901724832933,-2.07634729126974,5,78973,937110,4
"116",1,-3.23933304891141,-2.15689761817309,5,78973,937110,4
"117",2,-3.2853625737326,-2.21824700051566,5,78973,937110,4
"118",3,-3.32073993825759,-2.26398504350655,5,78973,937110,4
"119",4,-3.34826151123101,-2.29746819981031,5,78973,937110,4
"120",5,-3.3700241218769,-2.32165933861191,5,78973,937110,4
"121",0,-3.20358445317197,-2.09191784183634,4,78973,937110,3
"122",1,-3.26321387703872,-2.17647454694018,4,78973,937110,3
"123",2,-3.30855950625142,-2.24302550637398,4,78973,937110,3
"124",3,-3.34327752141926,-2.29521521754303,4,78973,937110,3
"125",4,-3.37017447037514,-2.33619491784175,4,78973,937110,3
"126",5,-3.39135026310584,-2.36858136314187,4,78973,937110,3
"127",0,-3.1591496221923,-2.0155856221339,3,78973,937110,2
"128",1,-3.21053118250573,-2.09488301213688,3,78973,937110,2
"129",2,-3.24974273291522,-2.15709610135768,3,78973,937110,2
"130",3,-3.28025992560403,-2.20588515651497,3,78973,937110,2
"131",4,-3.30455088348027,-2.24430144694444,3,78973,937110,2
"132",5,-3.32434363342934,-2.27481174859656,3,78973,937110,2
"133",0,-3.13428847055791,-1.95409378462,2,78973,937110,5
"134",1,-3.18309793641241,-2.03015014281845,2,78973,937110,5
"135",2,-3.22027275925342,-2.089936046748,2,78973,937110,5
"136",3,-3.24920297503713,-2.13703111074106,2,78973,937110,5
"137",4,-3.27225983353896,-2.17433222802348,2,78973,937110,5
"138",5,-3.29108143188312,-2.20413923151597,2,78973,937110,5
"139",0,-3.15496911146336,-1.99451377404297,1,78973,937110,1
"140",1,-3.20332488595582,-2.07115049255254,1,78973,937110,1
"141",2,-3.24018780191295,-2.13351863150659,1,78973,937110,1
"142",3,-3.26892285532305,-2.18514286808489,1,78973,937110,1
"143",4,-3.29187735708837,-2.22868997354355,1,78973,937110,1
"144",5,-3.31065549068527,-2.26614432337003,1,78973,937110,1
"145",0,-3.2694926763339,-1.93975572201131,6,27649,921210,NA
"146",1,-3.31974037667337,-2.01130656456716,6,27649,921210,NA
"147",2,-3.35725678721582,-2.06572636298683,6,27649,921210,NA
"148",3,-3.38550153123643,-2.10638093325076,6,27649,921210,NA
"149",4,-3.40705992061329,-2.1364627176804,6,27649,921210,NA
"150",5,-3.42381123557644,-2.15878242884667,6,27649,921210,NA
"151",0,-3.29086405354012,-1.99044434626272,5,27649,921210,4
"152",1,-3.33996636573207,-2.0637678471806,5,27649,921210,4
"153",2,-3.37642840014629,-2.11815216902981,5,27649,921210,4
"154",3,-3.40371786443152,-2.15731336615599,5,27649,921210,4
"155",4,-3.4244130643669,-2.1847544050959,5,27649,921210,4
"156",5,-3.44038156834999,-2.20357424541742,5,27649,921210,4
"157",0,-3.3117093268543,-2.02876086097694,4,27649,921210,3
"158",1,-3.36029824027014,-2.10386032790722,4,27649,921210,3
"159",2,-3.39633818953932,-2.15917158179629,4,27649,921210,3
"160",3,-3.42330156361644,-2.19854986178438,4,27649,921210,3
"161",4,-3.44375227740199,-2.22559139425924,4,27649,921210,3
"162",5,-3.45954274841374,-2.24347440231855,4,27649,921210,3
"163",0,-3.33604446955139,-2.07090841447335,3,27649,921210,2
"164",1,-3.38449550717775,-2.14854231389239,3,27649,921210,2
"165",2,-3.42050556215581,-2.20554448729842,3,27649,921210,2
"166",3,-3.44754760330564,-2.24592183081458,3,27649,921210,2
"167",4,-3.46816584977632,-2.27334460429168,3,27649,921210,2
"168",5,-3.48418801199438,-2.29103607551582,3,27649,921210,2
"169",0,-3.45947175662701,-2.13555456329792,2,27649,921210,6
"170",1,-3.50862830954786,-2.22441531117092,2,27649,921210,6
"171",2,-3.54596130262998,-2.29335196278895,2,27649,921210,6
"172",3,-3.57489832907431,-2.34609957021922,2,27649,921210,6
"173",4,-3.59785088805943,-2.38592574054912,2,27649,921210,6
"174",5,-3.61649179596718,-2.41562448635154,2,27649,921210,6
"175",0,-3.5063682188817,-1.99021713715101,1,27649,921210,1
"176",1,-3.55492090496173,-2.0676289182434,1,27649,921210,1
"177",2,-3.59195277471913,-2.13069352884618,1,27649,921210,1
"178",3,-3.62084064430216,-2.18293414377235,1,27649,921210,1
"179",4,-3.6439351142476,-2.22702277883362,1,27649,921210,1
"180",5,-3.66283937605119,-2.26495250771263,1,27649,921210,1
"181",0,-3.07088500661636,-2.12524747430522,6,803022,150823,NA
"182",1,-3.12982505353538,-2.20996147942893,6,803022,150823,NA
"183",2,-3.17513581931006,-2.2754782074216,6,803022,150823,NA
"184",3,-3.21043882577701,-2.32540470130512,6,803022,150823,NA
"185",4,-3.23843687032872,-2.36314972346847,6,803022,150823,NA
"186",5,-3.26109687179849,-2.39172545704471,6,803022,150823,NA
"187",0,-3.08288912317244,-2.13778006273932,5,803022,150823,4
"188",1,-3.14159848790102,-2.22439090089616,5,803022,150823,4
"189",2,-3.1867175924833,-2.290895549726,5,803022,150823,4
"190",3,-3.22187141674646,-2.34107567426106,5,803022,150823,4
"191",4,-3.24975786214268,-2.3784420734973,5,803022,150823,4
"192",5,-3.27233644123906,-2.40608011965347,5,803022,150823,4
"193",0,-3.09446287725503,-2.1336546064231,4,803022,150823,5
"194",1,-3.15299685957772,-2.21928838362589,4,803022,150823,5
"195",2,-3.1979927952815,-2.28415060791284,4,803022,150823,5
"196",3,-3.23307683956065,-2.3322035900326,4,803022,150823,5
"197",4,-3.2609386022145,-2.3670926675242,4,803022,150823,5
"198",5,-3.28352633881103,-2.39201533148795,4,803022,150823,5
"199",0,-3.06159768402342,-2.06843496274015,3,803022,150823,1
"200",1,-3.11591491016161,-2.15260147247525,3,803022,150823,1
"201",2,-3.15761876150416,-2.21617685307549,3,803022,150823,1
"202",3,-3.19024279403617,-2.26308085508176,3,803022,150823,1
"203",4,-3.21632379086996,-2.29684992071375,3,803022,150823,1
"204",5,-3.23765594856364,-2.32056180723858,3,803022,150823,1
"205",0,-3.01094808288425,-2.08153482505181,2,803022,150823,3
"206",1,-3.06050958940224,-2.16607563945559,2,803022,150823,3
"207",2,-3.09830690100742,-2.22968166718771,2,803022,150823,3
"208",3,-3.12775238483365,-2.27628826873145,2,803022,150823,3
"209",4,-3.15123971044937,-2.30942141176075,2,803022,150823,3
"210",5,-3.1704256567356,-2.33215222233928,2,803022,150823,3
"211",0,-3.03360775321933,-1.9553144397094,1,803022,150823,6
"212",1,-3.082613892688,-2.03361935596748,1,803022,150823,6
"213",2,-3.120022295448,-2.09730560490284,1,803022,150823,6
"214",3,-3.14921729963837,-2.14990615999157,1,803022,150823,6
"215",4,-3.17256377325537,-2.19411826922907,1,803022,150823,6
"216",5,-3.19168044646871,-2.23197430711254,1,803022,150823,6
"217",0,-2.35852262605118,-1.67523844476105,6,650269,815420,NA
"218",1,-2.4266587416039,-1.74045916707296,6,650269,815420,NA
"219",2,-2.48041246422236,-1.78948486714395,6,650269,815420,NA
"220",3,-2.52351425341283,-1.82591176694979,6,650269,815420,NA
"221",4,-2.55875007436072,-1.85312177565037,6,650269,815420,NA
"222",5,-2.58815334366403,-1.87403284897911,6,650269,815420,NA
"223",0,-2.35538083453729,-1.74199642101693,5,650269,815420,6
"224",1,-2.42147941565251,-1.81175892331029,5,650269,815420,6
"225",2,-2.4735327640604,-1.86231992469944,5,650269,815420,6
"226",3,-2.51525755756608,-1.89770809064092,5,650269,815420,6
"227",4,-2.54939149438425,-1.9217465004661,5,650269,815420,6
"228",5,-2.57791022893232,-1.93781352500846,5,650269,815420,6
"229",0,-2.37869290832728,-1.80074523424922,4,650269,815420,1
"230",1,-2.4443939194528,-1.87498660002884,4,650269,815420,1
"231",2,-2.49617775922685,-1.92860788809219,4,650269,815420,1
"232",3,-2.53775854120371,-1.96583130198908,4,650269,815420,1
"233",4,-2.57184638370602,-1.9906275829269,4,650269,815420,1
"234",5,-2.60039518235801,-2.00651235367588,4,650269,815420,1
"235",0,-2.34253462147597,-1.85997728708688,3,650269,815420,2
"236",1,-2.40819871949864,-1.93847931314531,3,650269,815420,2
"237",2,-2.46009703895862,-1.99522761916423,3,650269,815420,2
"238",3,-2.5019135773988,-2.03457601400807,3,650269,815420,2
"239",4,-2.53632911823137,-2.06058763835833,3,650269,815420,2
"240",5,-2.5652722102201,-2.07686720667374,3,650269,815420,2
"241",0,-2.30996371128091,-1.84515596594962,2,650269,815420,3
"242",1,-2.37445219297005,-1.93129471827371,2,650269,815420,3
"243",2,-2.42562328219118,-1.99635781425589,2,650269,815420,3
"244",3,-2.46708805601514,-2.04428092221898,2,650269,815420,3
"245",4,-2.50145024374794,-2.07862794460079,2,650269,815420,3
"246",5,-2.53056120262791,-2.10252566080817,2,650269,815420,3
"247",0,-2.31598951713459,-1.80767664863795,1,650269,815420,5
"248",1,-2.37966965242205,-1.89772313502408,1,650269,815420,5
"249",2,-2.43012641201147,-1.96808543297436,1,650269,815420,5
"250",3,-2.47096378623167,-2.02205690576155,1,650269,815420,5
"251",4,-2.5047709862501,-2.06251878946471,1,650269,815420,5
"252",5,-2.53338456552826,-2.09197897905431,1,650269,815420,5
"253",0,-4.61740063918821,-1.72685130959583,6,952584,33102,NA
"254",1,-4.69743616899131,-1.79305176390136,6,952584,33102,NA
"255",2,-4.76166622180175,-1.8421078566784,6,952584,33102,NA
"256",3,-4.81408699157799,-1.87766592216804,6,952584,33102,NA
"257",4,-4.85768669610103,-1.90318661444888,6,952584,33102,NA
"258",5,-4.89465876783359,-1.92169848483891,6,952584,33102,NA
"259",0,-4.41078396540649,-1.78089247192319,5,952584,33102,5
"260",1,-4.48350702798682,-1.84859133913987,5,952584,33102,5
"261",2,-4.5416432861602,-1.89699437775911,5,952584,33102,5
"262",3,-4.58900996053611,-1.93013191671987,5,952584,33102,5
"263",4,-4.62840704940517,-1.95183563513774,5,952584,33102,5
"264",5,-4.66186926377221,-1.96550321373757,5,952584,33102,5
"265",0,-4.43583734396394,-1.79495661306892,4,952584,33102,3
"266",1,-4.50804635405184,-1.86922119005916,4,952584,33102,3
"267",2,-4.56581577706632,-1.922519606578,4,952584,33102,3
"268",3,-4.61295675408464,-1.95877456520661,4,952584,33102,3
"269",4,-4.65224325383312,-1.98171548196203,4,952584,33102,3
"270",5,-4.68567951992476,-1.99470899714986,4,952584,33102,3
"271",0,-4.44851223745317,-1.8346285186085,3,952584,33102,4
"272",1,-4.52015581566303,-1.91181110431108,3,952584,33102,4
"273",2,-4.57745422433754,-1.96723705598656,3,952584,33102,4
"274",3,-4.62420934998275,-2.00488510548288,3,952584,33102,4
"275",4,-4.66318614676573,-2.02849681271287,3,952584,33102,4
"276",5,-4.6963713420741,-2.04144979266276,3,952584,33102,4
"277",0,-4.16943482939028,-1.86367978726577,2,952584,33102,2
"278",1,-4.22152201642375,-1.94338912973645,2,952584,33102,2
"279",2,-4.26148070629122,-2.00085866299599,2,952584,33102,2
"280",3,-4.29281032627341,-2.04005424007125,2,952584,33102,2
"281",4,-4.31796440593417,-2.06467657593601,2,952584,33102,2
"282",5,-4.33862701421774,-2.07806982202215,2,952584,33102,2
"283",0,-3.95968964604151,-1.81877870509636,1,952584,33102,1
"284",1,-4.00659152156027,-1.90244445796228,1,952584,33102,1
"285",2,-4.04224104503347,-1.9686813515819,1,952584,33102,1
"286",3,-4.06996224412018,-2.02084778468776,1,952584,33102,1
"287",4,-4.09205875066571,-2.06170845370854,1,952584,33102,1
"288",5,-4.1101049079974,-2.09352645598352,1,952584,33102,1
"289",0,-3.17220994627322,-1.9617592246335,6,78973,937110,NA
"290",1,-3.23276003393179,-2.03000314146571,6,78973,937110,NA
"291",2,-3.27901598940608,-2.08078305147018,6,78973,937110,NA
"292",3,-3.31460639903226,-2.11762284150225,6,78973,937110,NA
"293",4,-3.34232585237639,-2.14389787098242,6,78973,937110,NA
"294",5,-3.3642707181363,-2.16259853797916,6,78973,937110,NA
"295",0,-3.17901724832933,-2.07634729126974,5,78973,937110,4
"296",1,-3.23933304891141,-2.15689761817309,5,78973,937110,4
"297",2,-3.2853625737326,-2.21824700051566,5,78973,937110,4
"298",3,-3.32073993825759,-2.26398504350655,5,78973,937110,4
"299",4,-3.34826151123101,-2.29746819981031,5,78973,937110,4
"300",5,-3.3700241218769,-2.32165933861191,5,78973,937110,4
"301",0,-3.20358445317197,-2.09191784183634,4,78973,937110,3
"302",1,-3.26321387703872,-2.17647454694018,4,78973,937110,3
"303",2,-3.30855950625142,-2.24302550637398,4,78973,937110,3
"304",3,-3.34327752141926,-2.29521521754303,4,78973,937110,3
"305",4,-3.37017447037514,-2.33619491784175,4,78973,937110,3
"306",5,-3.39135026310584,-2.36858136314187,4,78973,937110,3
"307",0,-3.1591496221923,-2.0155856221339,3,78973,937110,2
"308",1,-3.21053118250573,-2.09488301213688,3,78973,937110,2
"309",2,-3.24974273291522,-2.15709610135768,3,78973,937110,2
"310",3,-3.28025992560403,-2.20588515651497,3,78973,937110,2
"311",4,-3.30455088348027,-2.24430144694444,3,78973,937110,2
"312",5,-3.32434363342934,-2.27481174859656,3,78973,937110,2
"313",0,-3.13428847055791,-1.95409378462,2,78973,937110,5
"314",1,-3.18309793641241,-2.03015014281845,2,78973,937110,5
"315",2,-3.22027275925342,-2.089936046748,2,78973,937110,5
"316",3,-3.24920297503713,-2.13703111074106,2,78973,937110,5
"317",4,-3.27225983353896,-2.17433222802348,2,78973,937110,5
"318",5,-3.29108143188312,-2.20413923151597,2,78973,937110,5
"319",0,-3.15496911146336,-1.99451377404297,1,78973,937110,1
"320",1,-3.20332488595582,-2.07115049255254,1,78973,937110,1
"321",2,-3.24018780191295,-2.13351863150659,1,78973,937110,1
"322",3,-3.26892285532305,-2.18514286808489,1,78973,937110,1
"323",4,-3.29187735708837,-2.22868997354355,1,78973,937110,1
"324",5,-3.31065549068527,-2.26614432337003,1,78973,937110,1
"325",0,-3.2694926763339,-1.93975572201131,6,27649,921210,NA
"326",1,-3.31974037667337,-2.01130656456716,6,27649,921210,NA
"327",2,-3.35725678721582,-2.06572636298683,6,27649,921210,NA
"328",3,-3.38550153123643,-2.10638093325076,6,27649,921210,NA
"329",4,-3.40705992061329,-2.1364627176804,6,27649,921210,NA
"330",5,-3.42381123557644,-2.15878242884667,6,27649,921210,NA
"331",0,-3.29086405354012,-1.99044434626272,5,27649,921210,4
"332",1,-3.33996636573207,-2.0637678471806,5,27649,921210,4
"333",2,-3.37642840014629,-2.11815216902981,5,27649,921210,4
"334",3,-3.40371786443152,-2.15731336615599,5,27649,921210,4
"335",4,-3.4244130643669,-2.1847544050959,5,27649,921210,4
"336",5,-3.44038156834999,-2.20357424541742,5,27649,921210,4
"337",0,-3.3117093268543,-2.02876086097694,4,27649,921210,3
"338",1,-3.36029824027014,-2.10386032790722,4,27649,921210,3
"339",2,-3.39633818953932,-2.15917158179629,4,27649,921210,3
"340",3,-3.42330156361644,-2.19854986178438,4,27649,921210,3
"341",4,-3.44375227740199,-2.22559139425924,4,27649,921210,3
"342",5,-3.45954274841374,-2.24347440231855,4,27649,921210,3
"343",0,-3.33604446955139,-2.07090841447335,3,27649,921210,2
"344",1,-3.38449550717775,-2.14854231389239,3,27649,921210,2
"345",2,-3.42050556215581,-2.20554448729842,3,27649,921210,2
"346",3,-3.44754760330564,-2.24592183081458,3,27649,921210,2
"347",4,-3.46816584977632,-2.27334460429168,3,27649,921210,2
"348",5,-3.48418801199438,-2.29103607551582,3,27649,921210,2
"349",0,-3.45947175662701,-2.13555456329792,2,27649,921210,6
"350",1,-3.50862830954786,-2.22441531117092,2,27649,921210,6
"351",2,-3.54596130262998,-2.29335196278895,2,27649,921210,6
"352",3,-3.57489832907431,-2.34609957021922,2,27649,921210,6
"353",4,-3.59785088805943,-2.38592574054912,2,27649,921210,6
"354",5,-3.61649179596718,-2.41562448635154,2,27649,921210,6
"355",0,-3.5063682188817,-1.99021713715101,1,27649,921210,1
"356",1,-3.55492090496173,-2.0676289182434,1,27649,921210,1
"357",2,-3.59195277471913,-2.13069352884618,1,27649,921210,1
"358",3,-3.62084064430216,-2.18293414377235,1,27649,921210,1
"359",4,-3.6439351142476,-2.22702277883362,1,27649,921210,1
"360",5,-3.66283937605119,-2.26495250771263,1,27649,921210,1
"361",0,-3.07088500661636,-2.12524747430522,6,803022,150823,NA
"362",1,-3.12982505353538,-2.20996147942893,6,803022,150823,NA
"363",2,-3.17513581931006,-2.2754782074216,6,803022,150823,NA
"364",3,-3.21043882577701,-2.32540470130512,6,803022,150823,NA
"365",4,-3.23843687032872,-2.36314972346847,6,803022,150823,NA
"366",5,-3.26109687179849,-2.39172545704471,6,803022,150823,NA
"367",0,-3.08288912317244,-2.13778006273932,5,803022,150823,4
"368",1,-3.14159848790102,-2.22439090089616,5,803022,150823,4
"369",2,-3.1867175924833,-2.290895549726,5,803022,150823,4
"370",3,-3.22187141674646,-2.34107567426106,5,803022,150823,4
"371",4,-3.24975786214268,-2.3784420734973,5,803022,150823,4
"372",5,-3.27233644123906,-2.40608011965347,5,803022,150823,4
"373",0,-3.09446287725503,-2.1336546064231,4,803022,150823,5
"374",1,-3.15299685957772,-2.21928838362589,4,803022,150823,5
"375",2,-3.1979927952815,-2.28415060791284,4,803022,150823,5
"376",3,-3.23307683956065,-2.3322035900326,4,803022,150823,5
"377",4,-3.2609386022145,-2.3670926675242,4,803022,150823,5
"378",5,-3.28352633881103,-2.39201533148795,4,803022,150823,5
"379",0,-3.06159768402342,-2.06843496274015,3,803022,150823,1
"380",1,-3.11591491016161,-2.15260147247525,3,803022,150823,1
"381",2,-3.15761876150416,-2.21617685307549,3,803022,150823,1
"382",3,-3.19024279403617,-2.26308085508176,3,803022,150823,1
"383",4,-3.21632379086996,-2.29684992071375,3,803022,150823,1
"384",5,-3.23765594856364,-2.32056180723858,3,803022,150823,1
"385",0,-3.01094808288425,-2.08153482505181,2,803022,150823,3
"386",1,-3.06050958940224,-2.16607563945559,2,803022,150823,3
"387",2,-3.09830690100742,-2.22968166718771,2,803022,150823,3
"388",3,-3.12775238483365,-2.27628826873145,2,803022,150823,3
"389",4,-3.15123971044937,-2.30942141176075,2,803022,150823,3
"390",5,-3.1704256567356,-2.33215222233928,2,803022,150823,3
"391",0,-3.03360775321933,-1.9553144397094,1,803022,150823,6
"392",1,-3.082613892688,-2.03361935596748,1,803022,150823,6
"393",2,-3.120022295448,-2.09730560490284,1,803022,150823,6
"394",3,-3.14921729963837,-2.14990615999157,1,803022,150823,6
"395",4,-3.17256377325537,-2.19411826922907,1,803022,150823,6
"396",5,-3.19168044646871,-2.23197430711254,1,803022,150823,6
"397",0,-2.35852262605118,-1.67523844476105,6,650269,815420,NA
"398",1,-2.4266587416039,-1.74045916707296,6,650269,815420,NA
"399",2,-2.48041246422236,-1.78948486714395,6,650269,815420,NA
"400",3,-2.52351425341283,-1.82591176694979,6,650269,815420,NA
"401",4,-2.55875007436072,-1.85312177565037,6,650269,815420,NA
"402",5,-2.58815334366403,-1.87403284897911,6,650269,815420,NA
"403",0,-2.35538083453729,-1.74199642101693,5,650269,815420,6
"404",1,-2.42147941565251,-1.81175892331029,5,650269,815420,6
"405",2,-2.4735327640604,-1.86231992469944,5,650269,815420,6
"406",3,-2.51525755756608,-1.89770809064092,5,650269,815420,6
"407",4,-2.54939149438425,-1.9217465004661,5,650269,815420,6
"408",5,-2.57791022893232,-1.93781352500846,5,650269,815420,6
"409",0,-2.37869290832728,-1.80074523424922,4,650269,815420,1
"410",1,-2.4443939194528,-1.87498660002884,4,650269,815420,1
"411",2,-2.49617775922685,-1.92860788809219,4,650269,815420,1
"412",3,-2.53775854120371,-1.96583130198908,4,650269,815420,1
"413",4,-2.57184638370602,-1.9906275829269,4,650269,815420,1
"414",5,-2.60039518235801,-2.00651235367588,4,650269,815420,1
"415",0,-2.34253462147597,-1.85997728708688,3,650269,815420,2
"416",1,-2.40819871949864,-1.93847931314531,3,650269,815420,2
"417",2,-2.46009703895862,-1.99522761916423,3,650269,815420,2
"418",3,-2.5019135773988,-2.03457601400807,3,650269,815420,2
"419",4,-2.53632911823137,-2.06058763835833,3,650269,815420,2
"420",5,-2.5652722102201,-2.07686720667374,3,650269,815420,2
"421",0,-2.30996371128091,-1.84515596594962,2,650269,815420,3
